transaction_id,user_id,timestamp,amount,merchant,location_city,location_state,is_fraud_actual
0c683a63-23dd-4252-aa05-569da4228924,cf5ef331-f50f-4704-bd76-6ee3fac64821,2025-10-13 22:59:11,406.37,Gonzalez-Walls,South Meganland,MO,0
40bde3cb-7112-4bc7-a091-50cbe9c6db85,65040b06-1778-4dbc-82df-10b487243097,2025-10-13 22:59:21,1003.4,Porter-Massey,Lozanoborough,HI,0
6a28300c-bb3d-4a9b-b3fe-0bb8b89704c2,90388a29-0056-45f1-88b6-1d6d5037afd9,2025-10-13 22:59:31,212.87,"Dalton, Ross and Hartman",Angelicamouth,LA,0
04d74367-2142-400c-b382-bcb683764484,121234e4-29e4-482f-8912-1c449f3c5865,2025-10-13 22:59:41,1951.8,"Smith, Jackson and Willis",New Melissaview,NH,0
913c6496-5a47-4415-8d4e-84b257b385dc,2867122e-9aee-433b-8ea8-9eb7efb71ff0,2025-10-13 22:59:51,1959.9,Hull-Mitchell,New Devin,MP,0
e7440ed0-83c9-4403-aad2-9d7d600d0edb,55bb2863-6178-4faa-ab00-ccf71963ca73,2025-10-13 23:00:01,1038.31,Miranda-Obrien,Stevensbury,UT,0
c50aaf46-72e7-435f-87d0-1e3c31707555,5867b8ce-136c-4719-8776-e9fefbcc3cf8,2025-10-13 23:00:11,1547.34,Caldwell Group,New Richardmouth,AK,0
d69506fd-6a7f-46cb-85b5-7fafc1d01aa5,4ff21995-d228-4a43-8c0c-213a5b389f84,2025-10-13 23:00:21,74.09,White-Davis,Port Danielfurt,AL,0
1307782a-902a-4c59-98ee-21d86b930a7a,fe1216f2-9230-487a-9b3f-61e2af5261e6,2025-10-13 23:00:31,1693.55,"Young, Nichols and Meyers",Orrtown,WV,0
27b4afd9-0ccd-4dad-b2fe-85f4617fbbf5,1012f216-36a3-4e41-950f-ddc60e28a132,2025-10-13 23:00:41,1202.95,Brown Inc,New Jessicafurt,ID,0
453ae4ee-1a1d-4cf5-89c1-0c1222ba2e09,225eeab0-121f-4301-a577-3bc42dc45547,2025-10-13 23:00:51,1231.14,Johnson Group,Victoriatown,VA,0
5d568bff-3696-482a-a592-89f4bea26dfd,3ad904bf-8e43-4106-b6b4-eeb19e969397,2025-10-13 23:01:01,1018.48,Perkins-Nixon,East Paula,MD,0
3c4cd61b-75b7-4300-88ce-02d8fe811ea4,322e50b4-e3d5-4163-bee8-a1dd5cfb40ed,2025-10-13 23:01:11,1986.81,Alvarado LLC,North Nicholas,MS,0
20beae64-caf7-490e-b635-738f5bf61038,4ca0d2e8-0ba6-41c1-9822-7f842fce243d,2025-10-13 23:01:21,131.89,Pope PLC,Saraside,AS,0
bec85a3d-3d03-4b0d-8083-95aea951ef8d,6a2d84b6-51dc-4a2f-a60d-c3ef66c7a5a1,2025-10-13 23:01:31,239.36,Jackson LLC,Hollandmouth,WV,0
8ee5b4b7-d53f-4141-b109-313682d1f183,196ba554-c8c1-4235-b679-c053fb8e7929,2025-10-13 23:01:41,1609.41,Garcia-Steele,Kaitlynport,NM,0
be937d82-ac01-4dfb-8d50-b7234d59115d,5c172cf3-c9ad-4ca4-aa44-0f82fa716fe2,2025-10-13 23:01:51,1040.11,King-Lucero,Chelseaborough,CO,0
b9dbb291-48a7-4711-ad97-3c141c396388,50d6e4e6-aa1b-4956-b40c-a1429f27dd8f,2025-10-13 23:02:01,621.52,Young-Brown,New Tinaland,GA,0
da5d5f6c-c384-48a5-9f70-9064c0f0cb0a,31d42283-28ba-49d6-a447-70121e694863,2025-10-13 23:02:11,1349.95,Mason-Bartlett,Grantberg,AZ,0
f59864c1-df9e-4491-bb3a-b37cf2fb17c5,b3ea933b-3a8c-42c1-850c-7518607a0e2b,2025-10-13 23:02:21,111.52,Francis PLC,Clementsstad,WI,0
e7a828a9-d618-4b58-8c23-7e8b33e2e3e3,569e468e-1918-4229-9cd9-efc311bf68fd,2025-10-13 23:02:31,1507.8,"Mendez, Jones and Lynn",Thomasmouth,CO,0
3efbe52a-ebb6-470f-98a9-ba9b90fc6498,1166d89e-e80b-4857-8b92-0f2230a9446f,2025-10-13 23:02:41,1142.06,"Johnson, Morgan and Thompson",Ronaldside,TN,0
a790ab64-52e5-409f-97b1-370918ff92b6,580c5fb2-3942-4ff9-9d4b-8e86c6a7b21c,2025-10-13 23:02:51,12229.78,"Herring, Schmidt and Sosa",West Kevinberg,PW,1
4a5e8bc9-a5a9-4f61-a0f0-5a1d8fed7808,751b550d-b203-415a-a22d-0b063b72d775,2025-10-13 23:03:01,1040.9,Ballard Group,Sampsonside,VI,0
54c68a4e-88ce-4062-9f19-7bdda59e08fe,b0d09a7b-7d52-4f3f-a1c4-40d437802747,2025-10-13 23:03:11,92.07,Burns-Rice,Alexandratown,CA,0
bb840a8f-cdc5-43ff-a44b-ab6e70aed54b,5a9be385-a50e-4d08-833f-6f5ae747da44,2025-10-13 23:03:21,5788.92,"Burns, Herring and Jones",East Brianmouth,DC,1
a08ed852-4225-4b3f-a338-ea78928a95a3,7503d9e4-1e74-425e-b86d-b4ac9c8b06d7,2025-10-13 23:03:31,1211.84,"Morrison, Phillips and Bates",East Troymouth,TX,0
ddd353e8-8c6c-46ab-a684-6659855ae8e9,6d9beb79-49e4-4170-b703-4366a25e71c6,2025-10-13 23:03:41,17.05,Martin-Mckinney,Clarkville,VA,0
b5da8bc8-9b24-4f2a-a3ab-76a0bc4d43f6,d2b37846-f769-4a8a-8923-4fc1897a9151,2025-10-13 23:03:51,25.63,"Cook, Foster and Lopez",New Erikland,NJ,0
c2d6980e-d8ba-43c4-ac81-dec13e0150ba,d732f086-9a1a-4088-a686-fa953b678761,2025-10-13 23:04:01,187.78,Carter Group,East Michelebury,ME,0
a5418e89-8a68-4389-a8e1-3a7dfdcf1cf9,a214e11d-7736-4dee-b618-5d955328b5e6,2025-10-13 23:04:11,94.3,Reynolds-Peterson,North Lisa,OR,0
1018c850-e665-44f0-96d9-b6f1e8edd601,95fb5842-b2e1-46f9-9931-c4d5e52f6f3f,2025-10-13 23:04:21,1548.25,Burton-Arias,East Angelashire,MS,0
1d3997e0-2a12-46bc-a53d-cfb1ce9bdd62,6f7b08ff-ece5-4da4-adcd-90dffedd29e7,2025-10-13 23:04:31,397.98,"Lopez, Rivers and Ortiz",Gonzalesborough,AS,0
e10f8fd3-42d6-4ff5-a5c4-8108e6dc5151,09d617c7-f8a3-4a8f-9378-ff916707b17b,2025-10-13 23:04:41,1931.98,"Taylor, Christian and Hammond",West Latoyafurt,RI,0
634b6459-ebb6-4fce-9652-13f9699a676c,ebad7d98-3afb-4837-8670-cbc930ee1f1e,2025-10-13 23:04:51,105.8,Peterson-Espinoza,South Samanthamouth,WI,0
9fd75ed3-d473-4e63-8d01-ae13c3d5137e,378b6ec8-d4f8-4e86-af55-730c44bc3203,2025-10-13 23:05:01,291.35,"Blair, Mann and White",Lake Brenda,AZ,0
4f19c78c-8143-4863-b391-dba729074490,648d448d-94eb-4d31-88f0-6326f85aa355,2025-10-13 23:05:11,1545.57,"Valencia, Gibson and Davis",North Christy,GU,0
e5f9e3d9-a63f-470f-9eb0-23602b94aeea,8e4fa0eb-62e4-407e-a9e2-11d66d8592a2,2025-10-13 23:05:21,308.46,Lyons-Roberson,South Julie,AZ,0
ed186b1c-48d9-43ba-81bc-ccab033ea0fd,a738ab08-db71-4e16-8744-f088383043fd,2025-10-13 23:05:31,82.92,"Miller, Ayala and Farmer",Silvachester,CT,0
69be0935-cc68-4fca-aebb-85a87fb0ce23,9a6c0a6e-c292-46a5-9ed4-4d80f3546546,2025-10-13 23:05:41,667.09,Richardson-Thomas,West Patricia,NV,0
8593605e-fbe9-444b-b9c4-5d3fe14754bd,5fee5f63-0b60-4013-99c9-a6869d6887fa,2025-10-13 23:05:51,213.39,"Bonilla, Obrien and Martin",Cherylfurt,GU,0
7a5320db-d1ba-4b34-a3a9-93d1e1ca82ac,3ddebdc8-e208-4381-921d-1af2a592c642,2025-10-13 23:06:01,191.9,"Reed, Clark and Grimes",South Jeremy,GA,0
b418a1af-f1ed-4cb0-a6f3-ddce86c6f5ba,37c33f7f-020b-45f8-a4c9-d02c31486682,2025-10-13 23:06:11,915.8,Parker PLC,West Joshuashire,AL,0
8c0e4c3e-db53-4cf2-948c-39c238dcf837,33bef575-dfc1-4cdc-b3a5-2e997e55c4b6,2025-10-13 23:06:21,74.79,"Garcia, Holmes and Miller",Thomasbury,MD,0
6d4fed03-353b-496e-8aca-31f3dfae0617,0cce569f-4042-4f79-9538-a9ec8e335cec,2025-10-13 23:06:31,781.13,Fox and Sons,Zacharystad,AS,0
84ff515b-e445-4757-aabf-563513b4a24c,98079a67-2048-45a1-9a59-c02043b10ae8,2025-10-13 23:06:41,1694.85,Bell-Garcia,New Aaron,NY,0
ae7eebec-7256-4fe1-9617-77c4e7e011ea,d2c9ab0d-2017-4ed0-93db-4181af38403d,2025-10-13 23:06:51,810.16,Richardson LLC,North Ronald,KS,0
f0b9728d-ba29-40fa-933d-e0636d40726d,b88a65d8-e1c9-41cd-a408-03c7bbdaab34,2025-10-13 23:07:01,98.8,Nguyen-Hernandez,West Lauraberg,ME,0
03f325e9-bd61-416d-94ce-38f75a964916,c2484ef1-5de7-40ce-a3e0-5f070d82aa0e,2025-10-13 23:07:11,811.17,Hill LLC,Davidhaven,MD,0
70a08f44-39b9-4b8d-9d29-5b92682de0d9,4484d309-a514-43db-a016-186d971500b4,2025-10-13 23:07:21,1196.47,Mason-Martinez,Josephville,FL,0
ffdbc5b4-15ba-41ab-a1a4-d3c14b9a2ae2,391e52b9-9346-4739-94ad-780998e20fc2,2025-10-13 23:07:31,1925.01,Flores PLC,Amandabury,NV,0
157f9b90-e7b1-40cc-b10a-0c1180e18583,87844e53-64d5-4c0a-8682-4a1d5428d096,2025-10-13 23:07:41,1422.53,Brewer-Abbott,Rachelport,CT,0
af9951d3-3568-479b-b107-7c10bf8bc309,990a15e1-5c2c-46d6-a97d-5ba29891500a,2025-10-13 23:07:51,1253.45,Bishop-Keller,Davenportburgh,RI,0
db48ba88-1a73-4483-be97-9d1564960ae3,94c44d4b-252a-414b-8a7d-01ba0376b84a,2025-10-13 23:08:01,1928.36,"Hoover, Brown and Mendez",Cynthiastad,UT,0
24682811-089d-409a-b6a4-c292b13b830f,afbb20b1-0984-4fc7-b381-d711f4d07c0d,2025-10-13 23:08:11,471.45,Herrera and Sons,Port Debraside,IN,0
a944ddcc-cdba-4921-881b-2701c63917a2,eca0578c-85f9-4793-967f-2ba6aa6aca3f,2025-10-13 23:08:21,93.33,Le-Cobb,Jacksonside,ID,0
8ba55f18-df02-46a6-a1fe-173080de5cd4,7f427460-dbfe-4f4e-b1d2-718174953bb0,2025-10-13 23:08:31,1633.97,Villa LLC,Lake Michaelshire,MI,0
29cba08d-b01f-478a-b139-93971d545a33,f8184049-87de-48ea-9ad5-92c6de3a1e9b,2025-10-13 23:08:41,1222.45,Watkins Ltd,Conwaymouth,PA,0
67a65366-e31d-4716-bd60-7c4edf062f33,50e058df-9917-4cd7-bc63-06968c71f7ec,2025-10-13 23:08:51,62.93,Silva and Sons,Juanland,FM,0
ba6f607b-8c83-4fc2-ba2e-d8b029b23f49,1158bf54-d498-4b7e-9774-48e515a3136b,2025-10-13 23:09:01,999.97,Anderson PLC,Youngchester,OH,0
bbebe212-6a07-4adc-b9ff-987f1e10c357,66825dd6-8886-4b1b-9e62-f71bbd3dce8e,2025-10-13 23:09:11,1576.53,Hernandez PLC,South Catherinemouth,RI,0
11a765ef-5b00-4815-8632-d79caea7873a,12ff995e-407f-47ec-832f-2c2531663c41,2025-10-13 23:09:21,1618.6,Saunders-Patel,Emilyton,NM,0
b6400603-3e89-4954-a781-73506441856a,a1524c72-3be6-4c4d-a038-4f549fd580b5,2025-10-13 23:09:31,1990.41,Morrow-Jordan,East Amychester,NV,0
405a333a-9e6a-4b6d-9b2b-b57cc200d3dd,1e24dec6-eaf0-48f3-929e-79b80717f6ff,2025-10-13 23:09:41,1043.32,Porter-Moore,Staceyport,KS,0
86a04226-ca91-4dc4-91ca-513eb76d7d63,f36ec41a-f6b4-405c-98a7-7e3f77c5660a,2025-10-13 23:09:51,1450.16,Barrera-Espinoza,Jeffersonshire,NH,0
2f0e1269-7855-4189-a53f-d53d796bba75,00c38906-a6b7-4dd6-bc22-5d4beeaa70fe,2025-10-13 23:10:01,1435.43,Washington LLC,Janicebury,ME,0
84a713d8-3613-41d2-aad6-66ff6c1b0977,eee8fd1e-98ae-4938-82f9-a4716f51c8d1,2025-10-13 23:10:11,5498.0,Nguyen-Murphy,North Joseph,CA,1
e6d75dee-6e26-447f-ac79-ffd115430489,15817bbc-6706-4080-8635-e42068c53526,2025-10-13 23:10:21,1858.11,Valdez Inc,South Jessicaberg,WV,0
646e8107-9587-4d2d-add1-75258115b579,f8fdfeb2-54d2-4eaa-8b57-b06051f2f70c,2025-10-13 23:10:31,257.21,Thompson-Tucker,Jamesview,MN,0
db000ac4-c0cd-4fab-8678-c1715aa70d44,7d6a5b68-d28a-466f-8e36-7f61cb1d7123,2025-10-13 23:10:41,179.17,Hill-Weaver,New Emilyport,FL,0
85513245-cc8f-4637-a396-f8abfbdaf108,2f41b439-108c-41de-a015-aaea106d8df9,2025-10-13 23:10:51,1040.76,Cook-Coleman,North Kristin,PW,0
4bff45f8-f301-4a23-867b-4e1ceb1f37f3,0eb9b828-ea38-4193-80d8-88f10476b4fb,2025-10-13 23:11:01,978.15,Caldwell-Ward,Robertmouth,ID,0
40a2c9fa-4165-4302-8afd-ae5eacc05d4b,06b65f60-23ca-470d-b44f-21733ddbe65b,2025-10-13 23:11:11,1739.76,Carroll-Torres,New Rita,MO,0
fc9d14dd-fe4a-43a5-9009-4eb08a36ac19,9061edf6-14c5-470a-b20f-1f04f4f64567,2025-10-13 23:11:21,136.84,Stone PLC,South Jessicaland,IL,0
1247b496-0b7f-4b36-b209-56349ecfab03,fa57cc4d-f822-4ce1-ae3b-fa7d09ce8a85,2025-10-13 23:11:31,365.63,Chavez-Mclaughlin,Tuckerville,FL,0
ab160d04-ef4d-487a-84a9-e97ff1a39ed6,09ef38ab-2b98-472d-a8f2-764bcf2f319c,2025-10-13 23:11:41,1336.44,Hernandez LLC,Gabrielleland,IA,0
b952c6f5-0172-4fbd-a352-9cd4de458f1f,eaed8007-8534-4aa2-b54b-3f83ed49c743,2025-10-13 23:11:51,312.53,Rodriguez and Sons,North Richardhaven,MH,0
62aa173f-520e-4235-aaf0-03ef1bd5e8d7,ee542137-7a42-4908-a059-c546b6c27cd5,2025-10-13 23:12:01,1791.04,Carrillo-Green,Lake Erika,AK,0
151fe00b-62f4-4a30-b010-139e0e3a344d,7bbf3ed5-5938-4728-b610-6f850fb39716,2025-10-13 23:12:11,872.78,Garcia-Johnson,Huffhaven,MS,0
6ee55dcb-501a-465d-a689-69614736041b,3b66e10d-d0fa-4671-a6cb-038050518006,2025-10-13 23:12:21,1628.9,Miller-Hendricks,North Vickihaven,MI,0
6edcfe5c-866b-42ca-8b88-f5363a718047,474b91c6-42b9-4785-900d-d7a74eb6475f,2025-10-13 23:12:31,1196.2,Dunlap-Cline,Port Christinaton,DE,0
962bcf60-2a21-42a8-ae03-d57ee113c58e,75b45e73-3592-459c-90b9-9b66210f8d0b,2025-10-13 23:12:41,1186.97,Anderson LLC,Joshualand,IA,0
1b4ad1ad-ce56-4a00-b4b9-2a9ab3971923,d9c56e07-82a2-4f13-9b75-7ce3d50801ba,2025-10-13 23:12:51,97.21,"Kim, Sullivan and Bell",New Jonathan,KY,0
bc410975-df2b-46b2-977e-134df42d2ed9,107b5d77-0823-4b7b-ad7f-ad8f652e11f2,2025-10-13 23:13:01,77.89,Riley PLC,Wardchester,LA,0
b8179fc0-fcfb-449d-ad78-d63545fcc030,7d1b7bd7-8f0a-463f-8131-4446823c2395,2025-10-13 23:13:11,311.79,Combs Ltd,West Meganchester,UT,0
6e40f684-8bd2-4131-8e8f-61a14ad6dafa,7aebb4c8-42f2-47df-ae44-5e5f6e861e25,2025-10-13 23:13:21,1064.24,Oneal-Santiago,Rogerston,GA,0
671c0132-1bdd-421e-92f7-e6b5f0e5d2b9,f499b4be-d9b7-4e9d-a9bd-9e910814eb94,2025-10-13 23:13:31,1960.66,Valenzuela-Gordon,Normaport,OR,0
98d61c86-7521-4d59-90a3-2ee3cc2bfde6,9c166241-aad8-4927-bd69-54e6a3368f11,2025-10-13 23:13:41,1480.01,Moore Ltd,Martinbury,OR,0
1af1a69b-fd02-4a64-83df-66eb48671795,a74d4b60-b770-4ae9-af88-d30cfdc1bde4,2025-10-13 23:13:51,354.24,"Robinson, Phillips and Johnson",South Paul,TX,0
267530b9-42fa-4aa0-bb48-5f376b2d12ce,d5b08ac8-6a24-418c-b329-da5d1917aa69,2025-10-13 23:14:01,1120.4,Lindsey-Mann,North Trevor,NH,0
6044f124-31fc-40ac-8e49-0025c69d1a2f,2b37aae7-3eec-4889-8b79-56d3945fa26d,2025-10-13 23:14:11,754.84,Hawkins and Sons,Christopherstad,NV,0
1e0b2fa5-ca71-4c5d-ac0e-830cffce4840,e6d0a2a9-f6fd-4b44-814c-830d9d6e7c3f,2025-10-13 23:14:21,1074.19,Martin-Johnson,Taraside,NJ,0
304d9297-2887-4ab5-8c29-af5c54c8ce29,460dc1d7-63ec-4df4-a8d1-105366b8d3e2,2025-10-13 23:14:31,437.51,Brennan-Garcia,North Timothy,SC,0
7523ec73-4761-4e13-a4bd-4e1192460e07,b68f6843-1d95-4a42-ada8-53837369b28f,2025-10-13 23:14:41,1395.61,Michael-Willis,Harrisstad,DE,0
ff4de8df-c3ab-40e8-84c9-3e7fb3bcf3fc,678c2477-307e-4998-b54c-a6a5caa5e6ca,2025-10-13 23:14:51,1004.58,"Conner, Carter and Mueller",Lake Donnaton,NJ,0
14aad92f-47de-4ef0-be11-41d3daafe6c8,a47d8916-ba34-407d-8be3-eeebbca273fe,2025-10-13 23:15:01,1487.28,Rojas Ltd,Lake Michelle,OK,0
75eafe57-ec57-47f2-8fe9-bad7caecdf69,6c5a44c7-9c99-4d39-a186-c423b6dd7370,2025-10-13 23:15:11,548.21,Mata-Roberts,North Mary,SD,0
73ce72b7-075b-4744-97a4-38c1c959e6f1,f0e3b289-9b06-4fc1-a6b1-aa27d0f6388e,2025-10-13 23:15:21,1319.62,Bates LLC,Sherriton,NM,0
26b1ddad-610e-4e77-9dd9-8d7ea24953d1,f55a7793-46ff-413e-a3dc-ed6a879314e3,2025-10-13 23:15:31,1026.33,"Koch, Martinez and Saunders",East Nancyton,MS,0
89ba8684-5665-4e50-bf7b-98f6e059d7eb,6d021ab3-d6e6-4d88-97c5-afdd9a51501e,2025-10-13 23:15:41,600.72,"Miller, Williams and Gay",Robbinsville,OR,0
97034ffc-ab4d-4acf-8e29-7256bbd8ac01,8fdf870c-c693-4403-942d-d5a3dbceb2c8,2025-10-13 23:15:51,1845.56,Kelly-Henry,Walkerbury,CA,0
9ab11f7f-8217-4ac0-8afe-3b5169738c67,519d5c97-8d76-4bcf-8849-21f75d70750c,2025-10-13 23:16:01,1499.07,"Garrett, Bender and Garcia",Loveton,AS,0
27ee59e9-7a4c-4c9d-be44-2f4a46f5f0b5,151790cd-c17a-4943-b2a6-ac7c7e433dbf,2025-10-13 23:16:11,1630.79,Velasquez-Duncan,South Matthew,AR,0
1e425b2d-d8a1-4b4f-94bc-a86ca5ea7a20,e569a023-458e-400d-aeb9-f81b1e74728c,2025-10-13 23:16:21,964.56,Mays PLC,Port Anthonyport,WA,0
4e31e44b-98d2-44c4-8d9f-1ccc6f0b3197,120b3b0e-26a7-4ad8-9df6-a597b4566f3f,2025-10-13 23:16:31,104.73,Mitchell Group,North Paulaton,NH,0
2f962992-6afe-4b31-b14f-1283373d5a33,e6845294-770c-4173-9613-e30add897cc5,2025-10-13 23:16:41,995.96,Roy Group,North Michaelland,FM,0
8615db2c-5a6b-4b5c-b23e-b872e66f64f6,8ac46e4b-dc7f-4b53-bead-19eeafebb149,2025-10-13 23:16:51,133.93,Lang Inc,Waltonport,MH,0
f6bfee1f-f3e8-46a1-8002-588fdc2359de,0759245c-16e6-4ee3-b0ad-0d6c918e0030,2025-10-13 23:17:01,36.11,Lyons-Bryant,Millerchester,MA,0
05a1bf52-9a6b-4b2a-8ff4-d0963268fd1a,6931dfb3-b54d-4976-a9be-5bd35e950748,2025-10-13 23:17:11,951.59,"Murphy, Nichols and Tanner",Beckyland,LA,0
9f0739e1-e2a4-4d51-8a95-ba980fbcbc1b,d93f63bb-18b1-4e3b-b63d-82ee8a30780f,2025-10-13 23:17:21,651.04,Johnson Inc,Jonesfurt,PW,0
097e2d22-fffe-42bc-87ce-0d9954cf92fc,b93ea950-074e-46cf-95ce-73135b2dad9e,2025-10-13 23:17:31,217.78,Carlson LLC,Carmenton,TN,0
faddeb30-9c09-456e-8679-6c15024d8459,b3fc3291-d6d3-40c4-9659-a1ee79a02a48,2025-10-13 23:17:41,1640.63,Guerrero PLC,Andersonland,CT,0
16365851-0c40-4129-901f-6704175c0148,62061b5e-c2d3-4ae1-85d8-5e096a45a232,2025-10-13 23:17:51,1403.27,"West, Mcintosh and Wilson",East Meganberg,NM,0
9aec14ee-d8fe-45ab-b0de-e2711aa9dc3b,c39e5288-1b4e-481f-80dd-a8b4d12354b1,2025-10-13 23:18:01,1417.25,Hawkins PLC,Codystad,NY,0
3a907ead-b691-4fac-bbb3-b3846761ba0d,9e351bcd-8106-4f3e-a15a-7aef4c5f6dee,2025-10-13 23:18:11,1839.18,"Mccormick, Duncan and Shaffer",Lake Heidi,VT,0
60e1c459-f054-4e89-a4a6-63c0212e19eb,67f230fc-84e8-440e-8a03-8b21f2253c0b,2025-10-13 23:18:21,1830.75,Montgomery Ltd,Lake Vickieberg,KY,0
dbb8ef0b-b85d-47eb-bf38-b002dd04a8bf,7074d9ff-c25b-4259-bd12-11bafeb55cba,2025-10-13 23:18:31,74.91,Robinson-Martin,New Tanner,MS,0
309402cc-13d0-46ee-b95c-ff90bf5474c9,cab6be37-663a-4482-9f1a-45226ae0f522,2025-10-13 23:18:41,626.45,Becker-King,Robertstad,AL,0
d3ec57a1-43a2-4060-a1e8-a9ee2cee23d5,007adc36-fa14-4466-9bb2-0564a130bb0d,2025-10-13 23:18:51,1722.4,"Nelson, Sanchez and Edwards",Courtneybury,AR,0
3f1b57bd-a90a-449d-893d-597ddb816232,c9d33ed7-4cb8-44b7-91ed-27c357aa1acd,2025-10-13 23:19:01,1587.49,Ramirez-Mitchell,North Sheriview,CO,0
2abedbf4-e9b7-4c8d-86e9-4d1cc4cd9ce0,6a78cb55-0a14-45ab-a944-4dc3457a4743,2025-10-13 23:19:11,1443.31,"Gonzales, Smith and Larsen",Johnsonhaven,AZ,0
eec9474c-b61c-41b7-9187-70b4a4b5a020,8aae45dc-0a3a-4fb1-b746-a4f4c991576a,2025-10-13 23:19:21,1047.23,Hunter PLC,Susanmouth,OR,0
3e533f9b-4276-4256-825b-3e207e982a22,5888278c-faff-4a6a-94b2-3b276a43f8a0,2025-10-13 23:19:31,1583.31,Bryant LLC,New Kaitlyn,MD,0
c5fc60cb-19ec-44b0-8901-bf30e5dba816,57a73d4e-a532-4c2e-a203-3e55b2f1c5ee,2025-10-13 23:19:41,527.12,Bates and Sons,Blankenshipville,NE,0
fe935414-e392-4bae-98c6-5263fb452607,cf760004-e696-4405-a46b-d7578c35a021,2025-10-13 23:19:51,370.85,Taylor LLC,Port Davidside,AR,0
c620d9f5-b838-4048-9b85-cf62668db4aa,190c4336-44a0-411f-8cd2-a626c3f6ecf8,2025-10-13 23:20:01,1918.71,Gomez PLC,Whiteberg,KS,0
85b99590-5bfb-4342-a291-142bf477f0e1,bf54bd3d-47f5-4a6a-9d5f-962054ddf206,2025-10-13 23:20:11,669.37,Gonzalez-Rollins,Charlestown,CA,0
6bf45e98-19d4-48b7-bca7-419445813812,3e95781f-81a2-428c-b696-7ba03b14103e,2025-10-13 23:20:21,1151.09,Butler PLC,New Larry,NH,0
a021dbfb-3362-47f1-9259-1b5e3310e78b,a1fdaea4-9a42-49ae-bbee-b8e66cc9b337,2025-10-13 23:20:31,49.52,Kelley Group,West Kristy,IN,0
2c2144f0-c15d-4fb8-9e93-50da245f1aeb,3aaebd80-eaf8-4457-8570-b2b80786d3c2,2025-10-13 23:20:41,84.23,Knight Group,North Carolynmouth,NV,0
51075224-ae66-496a-963e-e587681e0ed4,c1e06c0d-1e8a-43eb-8039-7318faccb135,2025-10-13 23:20:51,506.2,Jones Inc,East Charleshaven,MP,0
1da5e559-679a-4783-964c-7948dd255452,59b10943-9117-456f-8960-1bd4a54a0cb0,2025-10-13 23:21:01,504.48,"Lozano, Knapp and Hughes",Lake Kathleenland,MN,0
44cddb15-838c-46c7-aced-a5884b150846,4d99f9aa-2a98-437e-bf3a-4e92cff779a2,2025-10-13 23:21:11,124.95,Patton-Hughes,Port Michael,MD,0
82117b62-de59-4298-b3ae-f5e5ce46662b,be69a80c-3650-4a3d-b5d2-a5acd0a85921,2025-10-13 23:21:21,167.73,Olson Group,Ariasberg,PR,1
71289ece-e41d-417f-a5fe-f699f04a9360,f83798f7-5709-45a1-9b9a-6bfb6d98c8c8,2025-10-13 23:21:31,1109.97,King-Lee,Michaelmouth,WI,0
59cbc267-786a-4ab8-8fbb-61048f13c93c,34ad0ce1-9963-44a3-a197-00d7a9db6f0c,2025-10-13 23:21:41,1582.33,Hebert Group,Jeremyborough,SD,0
74be71bf-7c34-422b-abf4-2ba0d353664a,1243fbc9-24bb-4ee7-858c-b8033f55a97d,2025-10-13 23:21:51,1621.29,Mcdaniel-Preston,Carrollstad,HI,0
b40cb5ac-20c7-4242-8f71-65f78add9777,9e040a23-b1ef-45ad-b39c-8b92c194483d,2025-10-13 23:22:01,1946.14,Anderson Inc,Salasbury,WY,0
322b8c07-9531-41fc-9ef1-95f07cdc8dac,9a02687c-1a62-4814-bc5b-781a6482579d,2025-10-13 23:22:11,1198.04,Brown-Soto,Jonesfurt,CO,0
83ef1fad-9b2d-4271-b713-d0bfe31e8d23,e1692301-ccaa-4cad-bd5a-55f542cc8e47,2025-10-13 23:22:21,37.24,Nicholson-Evans,Millerstad,WI,0
8f365223-862d-49ab-925c-9c3cd24b84cc,c1524d95-1755-4884-b9b7-9b20245ab195,2025-10-13 23:22:31,840.56,Ward PLC,Lake Ryan,MO,0
f110aba2-ab49-4db3-89dc-953b5736e57d,d8a6c717-c9b1-4f2c-9327-bbebbbb6a197,2025-10-13 23:22:41,912.98,Dixon Inc,West Hailey,CT,0
b9b25c5c-63bf-43eb-9006-870081a956fa,075854f7-c5e7-436a-b39d-969237bd363e,2025-10-13 23:22:51,1725.9,Weiss-Johnson,East Ashleyburgh,KS,0
63c0c18c-34b3-4cde-ac7c-b155443d30f7,01174457-223a-4e7b-bd60-9fdf0377dd5b,2025-10-13 23:23:01,486.77,"Cortez, Tucker and Wright",East Jenniferton,FL,0
6113ea50-54b8-4d78-8c15-689fd86e7b87,6cd7c5f4-17d0-450d-a773-cc246011e5a5,2025-10-13 23:23:11,1348.7,"Moore, Cruz and Peterson",Barberbury,NH,0
bdc77db9-8fe8-4eac-b1ad-81947d0d029d,2d62505a-5459-49da-86dd-395e9a113ff7,2025-10-13 23:23:21,1229.74,Whitehead and Sons,East Emily,VA,0
89670acc-2e5d-4b00-9b27-a003a163605d,10e8b836-6408-4494-baf9-6297db1d6f7d,2025-10-13 23:23:31,1855.88,Romero-Mays,Sarahhaven,AL,0
1f0d9148-4adb-43be-8066-e0bd34fe9d43,c33b5fab-4a21-4215-9ffa-abe037a94317,2025-10-13 23:23:41,1959.59,"Harper, Best and Gomez",Lake Susanville,DC,0
